order_id,gender_category,product_line,product_name,size,units_sold,price,discount_applied,revenue,order_date,sales_channel,region,profit
3115,Men,Running,React Infinity,6,4.0,6447.061224489796,0,0.0,2025-03-27,Retail,Delhi,693.29
3116,Kids,Basketball,Zoom Freak,2,3.0,6748.174761904761,0.06,0.0,2024-11-21,Retail,Kolkata,-236.15
3122,Women,Basketball,Air Jordan,8,1.0,5835.6,1.04,-233.42,2025-03-06,Online,Kolkata,-1197.6
3125,Kids,Soccer,Phantom GT,4,2.0,6263.1849999999995,0.7,0.0,2025-03-10,Online,Bangalore,1561.59
3127,Men,Training,ZoomX Invincible,4,1.0,4614.33,0.47,2445.59,2024-10-07,Online,Pune,-440.44
3135,Women,Soccer,Mercurial Superfly,4,3.0,4009.47,1.21,-2525.97,2024-08-28,Online,Pune,2434.87
3141,Women,Training,ZoomX Invincible,11,-1.0,6594.948909090909,0,0.0,2023-11-19,Retail,Kolkata,-734.72
3143,Men,Training,Flex Trainer,7,3.0,3938.59,0.98,236.32,2024-08-23,Online,Mumbai,635.39
3146,Women,Soccer,Premier III,4,1.0,5879.875,0,0.0,2024-12-29,Retail,Hyderabad,1087.27
3148,Kids,Soccer,Tiempo Legend,8,3.0,5638.320256410257,0,0.0,2025-03-13,Retail,Bangalore,1125.29
3154,Kids,Running,Free RN,3,2.0,6094.6030612244895,0.95,0.0,2025-04-21,Online,Delhi,-1100.45
3158,Kids,Lifestyle,Air Force 1,12,2.0,6194.755901639345,0,0.0,2025-01-11,Online,Pune,324.37
3159,Women,Running,Air Zoom,10,-1.0,5842.576458333334,0,0.0,2025-04-08,Retail,Pune,2494.21
3162,Men,Soccer,Tiempo Legend,4,2.0,5638.320256410257,0,0.0,2024-02-24,Online,Pune,1686.78
3165,Women,Soccer,Phantom GT,4,2.0,2530.29,0.29,3593.01,2025-02-17,Online,Kolkata,3264.03
3168,Women,Lifestyle,Air Force 1,7,2.0,6125.15,0,0.0,2025-02-28,Retail,Delhi,61.83
3172,Men,Training,Metcon 7,9,-1.0,6019.014594594595,0.39,0.0,2023-11-14,Retail,Pune,1877.19
3175,Women,Lifestyle,Dunk Low,10,-1.0,6583.76,0.71,-1909.29,2024-12-09,Retail,Mumbai,2194.69
3177,Kids,Lifestyle,Air Force 1,3,3.0,7042.12,0.89,2323.9,2025-01-20,Online,Mumbai,-411.55
3181,Women,Running,Air Zoom,4,1.0,5842.576458333334,0,0.0,2025-03-05,Retail,Delhi,2808.0
3183,Kids,Soccer,Phantom GT,4,2.0,8074.82,0,0.0,2025-03-05,Retail,Mumbai,2968.78
3189,Men,Basketball,LeBron 20,3,3.0,6730.48,0.33,13528.26,2025-02-08,Online,Kolkata,1456.87
3191,Kids,Soccer,Mercurial Superfly,3,4.0,6274.248378378378,0,0.0,2025-02-04,Retail,Pune,2709.18
3192,Kids,Running,Free RN,2,1.0,6094.6030612244895,0,0.0,2025-03-16,Online,Pune,2055.67
3194,Kids,Training,SuperRep Go,2,-1.0,5628.213958333334,0,0.0,2023-10-21,Online,Hyderabad,896.94
3196,Women,Training,ZoomX Invincible,11,1.0,6594.948909090909,0,0.0,2025-03-09,Retail,Kolkata,425.5
3197,Men,Training,Metcon 7,2,-1.0,6019.014594594595,0,0.0,2025-03-09,Online,Delhi,751.76
3206,Kids,Basketball,Kyrie Flytrap,3,-1.0,4694.72,0.58,-1971.78,2024-03-25,Retail,Bangalore,3611.24
3210,Women,Training,SuperRep Go,2,4.0,6344.63,0,0.0,2024-08-20,Online,Mumbai,160.73
3212,Kids,Soccer,Mercurial Superfly,2,4.0,7670.57,0,0.0,2024-10-05,Retail,Kolkata,2025.11
3217,Men,Soccer,Tiempo Legend,6,1.0,4819.75,0.22,3759.41,2025-02-15,Retail,Pune,-514.9
3222,Kids,Basketball,Air Jordan,4,-1.0,5300.32,0,0.0,2024-10-08,Online,Bangalore,2593.48
3227,Women,Training,ZoomX Invincible,7,1.0,6594.948909090909,0.2,0.0,2025-02-12,Online,Delhi,-604.23
3233,Men,Soccer,Phantom GT,2,1.0,4091.68,0,0.0,2025-04-26,Retail,Hyderabad,571.8
3237,Kids,Basketball,LeBron 20,3,3.0,5596.52,0,0.0,2024-08-16,Retail,Mumbai,2926.28
3238,Women,Training,SuperRep Go,4,1.0,4420.21,0.32,3005.74,2024-08-16,Retail,Mumbai,705.58
3239,Men,Running,Pegasus Turbo,4,-1.0,6047.902291666666,0,0.0,2024-08-16,Retail,Mumbai,1810.07
3240,Kids,Basketball,Zoom Freak,9,-1.0,8776.59,0,0.0,2024-05-27,Retail,Hyderabad,-1020.05
3243,Men,Lifestyle,Air Force 1,3,3.0,6194.755901639345,0,0.0,2024-10-25,Retail,Pune,1943.22
3244,Women,Training,Metcon 7,2,0.0,6019.014594594595,0,0.0,2025-03-13,Online,Hyderabad,1750.18
3245,Women,Running,React Infinity,3,3.0,6447.061224489796,0,0.0,2024-05-19,Retail,Pune,3102.91
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,0,0.0,2024-11-24,Online,Mumbai,2984.1
3249,Kids,Lifestyle,Blazer Mid,2,1.0,4738.25,0,0.0,2025-02-25,Online,Bangalore,731.1
3251,Men,Soccer,Premier III,7,-1.0,6735.33,0,0.0,2024-10-01,Retail,Kolkata,3462.04
3252,Men,Basketball,Zoom Freak,10,1.0,6748.174761904761,0,0.0,2024-03-26,Online,Mumbai,-563.83
3255,Kids,Basketball,Air Jordan,4,-1.0,6975.67,0,0.0,2025-03-02,Online,Bangalore,960.65
3257,Women,Running,Free RN,7,-1.0,7056.01,0,0.0,2025-01-19,Retail,Kolkata,1190.89
3258,Men,Lifestyle,Dunk Low,2,0.0,6179.874130434783,0,0.0,2025-01-19,Online,Mumbai,853.35
3259,Women,Lifestyle,Air Force 1,6,0.0,7305.78,0,0.0,2025-07-04,Retail,Mumbai,573.79
3260,Men,Soccer,Mercurial Superfly,7,1.0,6274.248378378378,0,0.0,2025-06-28,Online,Mumbai,1287.17
3263,Women,Running,React Infinity,3,4.0,6447.061224489796,0,0.0,2025-02-23,Online,Mumbai,2278.12
3265,Women,Soccer,Mercurial Superfly,2,4.0,6274.248378378378,0,0.0,2024-09-22,Retail,Bangalore,2860.71
2006,Kids,Training,Flex Trainer,7,3.0,5957.5976190476185,0,0.0,2024-09-22,Retail,Delhi,-573.18
3273,Women,Soccer,Phantom GT,2,-1.0,5527.7,0.17,-4587.99,2024-02-04,Online,Bangalore,2577.59
3274,Men,Training,SuperRep Go,3,3.0,6031.14,0.15,15379.41,2025-05-03,Retail,Hyderabad,169.05
3275,Women,Soccer,Premier III,3,4.0,5879.875,0,0.0,2025-05-27,Retail,Hyderabad,1652.12
3279,Kids,Soccer,Mercurial Superfly,4,4.0,2572.41,0.1,9260.68,2024-11-09,Retail,Delhi,3098.28
3280,Kids,Training,SuperRep Go,4,-1.0,7709.7,0,0.0,2024-10-12,Online,Mumbai,663.54
3281,Men,Soccer,Mercurial Superfly,3,2.0,6075.6,0,0.0,2024-10-12,Retail,Pune,93.8
3282,Kids,Basketball,Air Jordan,4,4.0,6064.126491228069,0.23,0.0,2024-05-19,Retail,Delhi,-190.17
3283,Men,Soccer,Premier III,4,2.0,5879.875,0,0.0,2024-10-18,Online,Mumbai,3871.51
3285,Men,Training,Metcon 7,4,4.0,6019.014594594595,0,0.0,2024-10-05,Online,Hyderabad,-401.38
3288,Kids,Lifestyle,Dunk Low,10,4.0,6179.874130434783,0,0.0,2024-07-25,Retail,Delhi,3852.98
3289,Men,Training,Metcon 7,2,-1.0,6019.014594594595,0,0.0,2024-09-13,Online,Pune,-878.7
3290,Kids,Lifestyle,Air Force 1,4,2.0,7377.71,0,0.0,2024-09-13,Online,Pune,2588.85
2021,Kids,Running,React Infinity,12,4.0,6447.061224489796,0,0.0,2024-12-29,Online,Hyderabad,2465.98
3300,Women,Basketball,Air Jordan,3,2.0,6064.126491228069,0,0.0,2024-12-18,Retail,Bangalore,3436.23
3301,Women,Lifestyle,Waffle One,3,0.0,4492.46,0,0.0,2024-12-18,Retail,Hyderabad,1018.52
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0,0.0,2024-10-19,Online,Kolkata,2846.02
3310,Women,Running,Free RN,2,4.0,6094.6030612244895,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16
3311,Kids,Soccer,Premier III,2,0.0,5879.875,0.04,0.0,2025-05-02,Online,Delhi,3152.21
3312,Women,Basketball,Zoom Freak,2,1.0,8069.3,0,0.0,2025-05-25,Retail,Pune,-95.96
3313,Kids,Basketball,Kyrie Flytrap,8,0.0,9460.52,0,0.0,2025-05-25,Retail,Hyderabad,-476.54
3314,Men,Training,ZoomX Invincible,9,2.0,7050.14,0,0.0,2025-05-25,Retail,Hyderabad,-815.54
3317,Kids,Basketball,Air Jordan,10,3.0,6064.126491228069,0,0.0,2024-04-25,Online,Hyderabad,3852.52
3321,Kids,Soccer,Tiempo Legend,2,4.0,4986.67,1.07,-1396.27,2025-01-15,Retail,Mumbai,3170.16
3327,Men,Training,Flex Trainer,12,3.0,5957.5976190476185,0,0.0,2025-03-10,Online,Bangalore,-1155.61
3330,Women,Training,Metcon 7,2,-1.0,6019.014594594595,0.85,0.0,2024-04-28,Online,Kolkata,1714.75
3331,Kids,Soccer,Phantom GT,3,-1.0,9040.55,0,0.0,2024-04-28,Retail,Mumbai,2233.57
3333,Kids,Training,SuperRep Go,3,2.0,5628.213958333334,0,0.0,2024-04-28,Retail,Kolkata,1519.97
3334,Kids,Soccer,Tiempo Legend,3,3.0,2471.71,0,0.0,2023-11-14,Online,Mumbai,1190.89
3337,Men,Training,ZoomX Invincible,3,4.0,6594.948909090909,0,0.0,2024-10-10,Online,Delhi,2915.13
3340,Kids,Soccer,Premier III,2,3.0,3248.74,0,0.0,2024-12-29,Retail,Mumbai,2551.47
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0,0.0,2024-03-23,Online,Bangalore,1693.41
2037,Women,Lifestyle,Dunk Low,12,4.0,6179.874130434783,1.23,0.0,2025-04-11,Online,Delhi,3651.05
3343,Kids,Basketball,Air Jordan,3,3.0,9405.77,0,0.0,2024-11-12,Retail,Hyderabad,1688.78
3346,Kids,Training,SuperRep Go,12,4.0,5628.213958333334,0.15,0.0,2025-06-24,Retail,Delhi,3392.46
3349,Men,Training,ZoomX Invincible,2,0.0,8180.92,1.25,0.0,2024-09-26,Retail,Hyderabad,-481.2
2028,Men,Basketball,Kyrie Flytrap,7,4.0,2824.55,0,0.0,2025-03-01,Online,Delhi,1123.78
3355,Kids,Basketball,LeBron 20,6,0.0,7781.4,1.14,0.0,2025-01-16,Online,Pune,1815.96
3356,Women,Soccer,Tiempo Legend,2,4.0,5638.320256410257,0,0.0,2025-03-13,Online,Mumbai,724.11
3357,Kids,Training,Flex Trainer,2,4.0,6206.45,0.5,12412.9,2025-04-05,Online,Delhi,678.42
3360,Women,Training,Metcon 7,2,4.0,6019.014594594595,0.06,0.0,2024-07-31,Online,Bangalore,304.12
3361,Women,Basketball,LeBron 20,4,0.0,6092.007142857143,0,0.0,2024-07-31,Retail,Bangalore,3007.91
3371,Men,Training,Flex Trainer,4,1.0,2636.01,0,0.0,2025-04-26,Retail,Delhi,2255.43
3374,Men,Training,Flex Trainer,2,4.0,4500.96,0,0.0,2024-12-16,Online,Pune,1905.25
3375,Kids,Running,Free RN,2,0.0,2134.23,0,0.0,2024-11-22,Online,Bangalore,1647.39
3377,Men,Basketball,Kyrie Flytrap,2,0.0,5620.632222222222,0.38,0.0,2024-11-22,Online,Hyderabad,1295.93
3378,Kids,Soccer,Phantom GT,4,1.0,3642.74,0,0.0,2024-11-22,Online,Kolkata,2416.87
3382,Men,Basketball,LeBron 20,4,2.0,9187.23,0,0.0,2025-01-10,Retail,Hyderabad,1710.15
3387,Men,Soccer,Phantom GT,10,4.0,6263.1849999999995,1.07,0.0,2025-06-21,Retail,Bangalore,2821.58
3389,Women,Running,Air Zoom,2,3.0,9764.91,0,0.0,2025-04-04,Online,Mumbai,3491.49
2044,Kids,Soccer,Premier III,4,3.0,2068.95,0.81,1179.3,2025-04-04,Retail,Delhi,-182.98
3391,Women,Soccer,Mercurial Superfly,2,2.0,6274.248378378378,0,0.0,2023-11-14,Retail,Hyderabad,1628.31
3394,Kids,Lifestyle,Dunk Low,4,1.0,6179.874130434783,0,0.0,2024-11-03,Online,Hyderabad,2396.11
3395,Women,Running,Free RN,3,3.0,6094.6030612244895,0,0.0,2025-01-15,Online,Mumbai,3069.77
3398,Men,Basketball,LeBron 20,4,2.0,2082.49,0,0.0,2023-08-27,Retail,Kolkata,415.57
3405,Women,Lifestyle,Dunk Low,2,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72
3407,Women,Lifestyle,Air Force 1,11,0.0,5704.39,1.11,0.0,2025-01-18,Retail,Delhi,-4.1
3409,Kids,Running,Air Zoom,2,1.0,6312.01,0.3,4418.41,2024-09-08,Retail,Delhi,-1106.07
3411,Kids,Soccer,Mercurial Superfly,9,0.0,6274.248378378378,0,0.0,2025-01-01,Retail,Pune,-970.59
3413,Kids,Soccer,Phantom GT,4,2.0,6263.1849999999995,0,0.0,2023-07-31,Online,Hyderabad,2752.65
3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,0,0.0,2025-01-21,Online,Mumbai,520.63
3415,Kids,Basketball,Air Jordan,3,-1.0,6165.08,0,0.0,2024-03-06,Online,Hyderabad,-426.97
3418,Men,Soccer,Tiempo Legend,2,1.0,5638.320256410257,1.24,0.0,2025-03-30,Retail,Bangalore,639.28
3423,Kids,Basketball,Kyrie Flytrap,3,2.0,5620.632222222222,0,0.0,2024-08-06,Retail,Mumbai,106.0
3427,Men,Running,Pegasus Turbo,8,1.0,6047.902291666666,0,0.0,2024-07-25,Retail,Mumbai,2741.85
3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2175.91,2024-12-03,Online,Bangalore,625.3
3429,Men,Soccer,Premier III,10,0.0,5879.875,0,0.0,2025-07-06,Retail,Delhi,-77.97
3431,Women,Training,Metcon 7,3,-1.0,6019.014594594595,0.96,0.0,2024-10-01,Retail,Delhi,3816.31
2028,Kids,Lifestyle,Waffle One,4,0.0,5619.815833333333,0.95,0.0,2025-01-02,Online,Delhi,2511.65
3438,Women,Soccer,Phantom GT,7,3.0,6263.1849999999995,0.18,0.0,2024-09-05,Retail,Hyderabad,1669.74
3440,Kids,Lifestyle,Waffle One,2,3.0,5619.815833333333,0,0.0,2025-03-07,Online,Mumbai,-510.72
3441,Kids,Running,Free RN,12,2.0,9313.98,0,0.0,2025-05-08,Retail,Delhi,3301.27
3442,Kids,Basketball,Zoom Freak,4,4.0,6748.174761904761,0,0.0,2025-01-21,Online,Mumbai,3129.5
3445,Men,Lifestyle,Blazer Mid,10,-1.0,4693.81,0,0.0,2025-07-04,Retail,Bangalore,3658.04
3450,Men,Running,React Infinity,2,3.0,6447.061224489796,0,0.0,2024-01-16,Retail,Bangalore,904.82
3454,Kids,Basketball,Zoom Freak,4,2.0,6748.174761904761,0,0.0,2024-12-05,Online,Delhi,2313.95
3456,Women,Basketball,Air Jordan,12,-1.0,3011.32,0,0.0,2025-01-17,Online,Delhi,2531.22
3460,Women,Running,React Infinity,4,0.0,5403.67,0,0.0,2025-03-27,Online,Pune,1372.6
2004,Kids,Running,Free RN,10,1.0,6094.6030612244895,0,0.0,2025-03-27,Online,Hyderabad,2588.88
3463,Women,Soccer,Phantom GT,12,1.0,6263.1849999999995,0,0.0,2025-02-24,Retail,Pune,1853.7
3464,Kids,Training,Flex Trainer,4,0.0,3362.64,0,0.0,2025-02-24,Online,Bangalore,1587.01
3467,Men,Lifestyle,Air Force 1,2,2.0,6194.755901639345,0,0.0,2025-03-13,Online,Bangalore,1472.83
3469,Kids,Running,Air Zoom,10,1.0,4590.24,0,0.0,2024-10-01,Online,Mumbai,3792.66
3471,Kids,Lifestyle,Waffle One,3,0.0,5637.46,0,0.0,2025-02-04,Retail,Kolkata,-364.01
3473,Kids,Soccer,Premier III,2,4.0,3551.05,0,0.0,2024-12-05,Online,Delhi,63.47
3474,Women,Basketball,LeBron 20,2,2.0,6506.07,0,0.0,2024-12-05,Retail,Hyderabad,3969.54
3475,Kids,Soccer,Tiempo Legend,3,1.0,2120.44,0,0.0,2024-07-29,Online,Mumbai,2996.47
3477,Men,Basketball,Air Jordan,2,2.0,4135.26,0,0.0,2025-04-25,Online,Delhi,1691.28
3479,Women,Training,ZoomX Invincible,4,4.0,6594.948909090909,0,0.0,2024-09-16,Retail,Mumbai,1909.78
3480,Kids,Running,Free RN,2,4.0,2917.45,0,0.0,2024-09-16,Online,Bangalore,2872.75
3481,Women,Lifestyle,Air Force 1,4,4.0,6194.755901639345,0,0.0,2023-10-15,Online,Bangalore,2564.61
3483,Men,Lifestyle,Air Force 1,3,4.0,4733.92,0,0.0,2024-12-04,Online,Kolkata,738.19
3486,Kids,Training,SuperRep Go,3,4.0,5628.213958333334,0,0.0,2024-10-14,Retail,Delhi,1451.77
3488,Women,Soccer,Tiempo Legend,4,4.0,5638.320256410257,0,0.0,2025-03-12,Online,Kolkata,86.25
3489,Kids,Running,React Infinity,8,2.0,6447.061224489796,0,0.0,2025-04-04,Online,Mumbai,1734.72
3490,Men,Running,Free RN,3,0.0,6094.6030612244895,0.98,0.0,2025-07-08,Online,Delhi,1591.77
3495,Women,Basketball,LeBron 20,2,-1.0,6092.007142857143,0,0.0,2024-08-13,Retail,Pune,3572.8
3496,Men,Running,Air Zoom,2,3.0,5842.576458333334,0.77,0.0,2024-10-08,Retail,Delhi,-786.91
3497,Women,Basketball,Zoom Freak,3,2.0,8688.92,0,0.0,2024-12-08,Online,Mumbai,1878.22
3498,Women,Training,SuperRep Go,2,0.0,8797.69,0,0.0,2024-09-10,Retail,Pune,-910.3
3506,Men,Training,Metcon 7,3,0.0,9701.91,0.51,0.0,2025-05-10,Online,Pune,2393.61
3512,Kids,Basketball,Zoom Freak,2,4.0,6748.174761904761,0.96,0.0,2025-06-05,Retail,Pune,2516.79
3520,Women,Lifestyle,Waffle One,4,2.0,2080.85,1.24,-998.81,2024-03-22,Retail,Delhi,-776.21
3529,Men,Training,SuperRep Go,3,1.0,5628.213958333334,0.2,0.0,2025-03-28,Retail,Delhi,1448.77
3537,Men,Lifestyle,Blazer Mid,4,2.0,5464.07,1.01,-109.28,2025-06-15,Online,Kolkata,3170.78
3538,Kids,Basketball,Kyrie Flytrap,3,0.0,5620.632222222222,0,0.0,2024-12-12,Online,Bangalore,2787.81
3539,Kids,Lifestyle,Air Force 1,4,3.0,7706.3,1.15,-3467.83,2024-12-12,Retail,Hyderabad,2366.58
3540,Kids,Training,Flex Trainer,4,-1.0,9564.4,0,0.0,2025-05-16,Retail,Delhi,1850.13
3541,Kids,Training,SuperRep Go,2,-1.0,3644.5,0,0.0,2024-09-04,Online,Mumbai,2011.76
3545,Men,Training,Flex Trainer,12,3.0,5957.5976190476185,0,0.0,2023-08-03,Online,Delhi,2239.86
3547,Kids,Soccer,Tiempo Legend,4,4.0,5638.320256410257,0,0.0,2023-08-03,Online,Delhi,2157.74
3549,Kids,Training,SuperRep Go,3,0.0,4493.02,0.81,0.0,2024-03-12,Online,Mumbai,14.79
3552,Men,Running,React Infinity,4,4.0,6447.061224489796,0,0.0,2025-05-17,Retail,Mumbai,762.95
3553,Women,Running,Air Zoom,4,2.0,5216.27,0,0.0,2025-06-25,Online,Pune,-720.87
3555,Kids,Soccer,Phantom GT,9,2.0,6263.1849999999995,0,0.0,2025-04-26,Retail,Hyderabad,-1069.25
3556,Women,Basketball,Kyrie Flytrap,2,4.0,5620.632222222222,0,0.0,2025-03-13,Retail,Kolkata,-843.61
3557,Kids,Basketball,Air Jordan,3,1.0,6064.126491228069,0.66,0.0,2024-08-09,Retail,Hyderabad,-884.81
3558,Women,Training,Flex Trainer,3,4.0,4045.21,0,0.0,2024-08-30,Online,Mumbai,-113.44
3567,Men,Lifestyle,Air Force 1,3,2.0,6194.755901639345,0.56,0.0,2024-12-12,Online,Kolkata,1353.32
3568,Women,Running,Pegasus Turbo,3,0.0,6099.8,1.2,0.0,2024-12-12,Retail,Pune,1494.24
3574,Kids,Basketball,Air Jordan,4,0.0,6064.126491228069,0.96,0.0,2025-01-13,Online,Bangalore,2589.0
3575,Women,Running,React Infinity,4,0.0,5716.18,1.1,0.0,2025-07-03,Retail,Pune,3271.27
3576,Women,Lifestyle,Waffle One,2,2.0,3533.18,0,0.0,2024-03-17,Retail,Bangalore,-586.23
3577,Women,Running,Pegasus Turbo,4,0.0,6047.902291666666,0,0.0,2024-10-19,Online,Kolkata,102.77
3578,Men,Lifestyle,Blazer Mid,4,4.0,6348.19,0,0.0,2024-10-19,Retail,Hyderabad,1939.74
3579,Men,Basketball,LeBron 20,4,0.0,9995.55,0,0.0,2025-02-03,Retail,Delhi,1962.41
3581,Women,Soccer,Phantom GT,3,4.0,6263.1849999999995,0,0.0,2024-12-23,Retail,Kolkata,2178.05
3596,Men,Training,Metcon 7,8,2.0,6019.014594594595,0,0.0,2025-06-10,Online,Pune,-66.97
3598,Men,Soccer,Tiempo Legend,4,1.0,5638.320256410257,0,0.0,2025-04-07,Online,Delhi,-798.42
3601,Women,Running,Free RN,4,2.0,4318.12,0,0.0,2025-04-07,Retail,Pune,2730.68
3602,Men,Soccer,Tiempo Legend,4,-1.0,5638.320256410257,0,0.0,2024-07-28,Online,Pune,3731.9
3605,Men,Soccer,Phantom GT,2,2.0,8837.76,0,0.0,2025-01-09,Online,Hyderabad,1627.87
3606,Women,Basketball,LeBron 20,4,3.0,3515.86,0,0.0,2025-02-14,Retail,Pune,-511.49
3610,Kids,Lifestyle,Dunk Low,11,2.0,6179.874130434783,0.64,0.0,2025-03-14,Online,Kolkata,-336.38
3612,Women,Running,Air Zoom,4,1.0,4632.0,0,0.0,2025-06-22,Online,Mumbai,2397.42
3613,Men,Lifestyle,Blazer Mid,4,4.0,5995.4456451612905,0,0.0,2024-08-16,Online,Hyderabad,2136.73
3616,Kids,Lifestyle,Blazer Mid,3,1.0,9799.16,0,0.0,2025-07-01,Retail,Kolkata,3969.15
3617,Men,Soccer,Premier III,9,2.0,4694.37,0,0.0,2024-11-20,Online,Mumbai,2406.47
3618,Men,Soccer,Mercurial Superfly,9,3.0,2209.45,0,0.0,2025-06-15,Retail,Kolkata,932.04
3619,Kids,Lifestyle,Air Force 1,3,0.0,8915.88,0,0.0,2025-02-07,Online,Kolkata,824.23
3620,Men,Running,React Infinity,11,0.0,8561.18,0,0.0,2024-11-02,Retail,Bangalore,1538.46
3622,Women,Soccer,Premier III,8,3.0,2187.91,0,0.0,2024-09-22,Online,Hyderabad,1951.56
3624,Women,Soccer,Premier III,6,-1.0,8534.07,0,0.0,2024-11-17,Retail,Mumbai,-1124.03
3630,Men,Training,Flex Trainer,12,-1.0,2467.49,0,0.0,2024-12-21,Online,Pune,3101.6
3635,Men,Training,SuperRep Go,2,2.0,5628.213958333334,0,0.0,2025-03-22,Retail,Bangalore,3656.45
3636,Women,Soccer,Tiempo Legend,2,2.0,7881.53,0,0.0,2023-12-19,Retail,Delhi,2615.73
3637,Women,Running,Pegasus Turbo,6,2.0,6577.39,0,0.0,2025-05-29,Retail,Delhi,1945.9
3640,Men,Training,Metcon 7,2,0.0,5219.18,0,0.0,2025-04-28,Online,Delhi,309.65
3641,Kids,Training,SuperRep Go,4,0.0,6037.65,0,0.0,2025-04-28,Retail,Delhi,-132.13
3642,Men,Training,Metcon 7,4,-1.0,6019.014594594595,0,0.0,2025-04-28,Online,Mumbai,3617.85
3646,Men,Training,Flex Trainer,4,3.0,5957.5976190476185,0,0.0,2025-04-21,Online,Bangalore,2873.66
3647,Women,Basketball,LeBron 20,2,0.0,3263.64,0,0.0,2024-10-06,Retail,Kolkata,3233.66
3649,Kids,Lifestyle,Blazer Mid,4,0.0,6486.51,0,0.0,2024-10-19,Online,Kolkata,2408.58
3652,Kids,Basketball,Air Jordan,4,0.0,3176.7,0,0.0,2023-11-21,Online,Hyderabad,3349.8
3654,Women,Training,Metcon 7,3,3.0,6019.014594594595,0,0.0,2024-09-10,Retail,Pune,2395.74
3656,Men,Lifestyle,Waffle One,3,4.0,5619.815833333333,0,0.0,2025-06-11,Retail,Pune,3421.81
3661,Kids,Training,ZoomX Invincible,4,0.0,9979.38,0,0.0,2024-12-05,Online,Delhi,2957.86
3667,Kids,Running,Air Zoom,2,4.0,9386.2,0.01,37169.35,2025-04-07,Online,Pune,-1121.02
3668,Kids,Soccer,Premier III,4,1.0,5879.875,0,0.0,2024-10-27,Retail,Mumbai,795.86
3670,Men,Lifestyle,Waffle One,10,1.0,5619.815833333333,0,0.0,2023-08-27,Online,Pune,-929.07
3671,Women,Running,Pegasus Turbo,9,2.0,6047.902291666666,0.01,0.0,2023-08-27,Retail,Bangalore,552.1
3672,Women,Soccer,Tiempo Legend,7,3.0,7127.18,0.32,14539.45,2024-08-16,Online,Delhi,2651.63
3675,Men,Running,Pegasus Turbo,9,2.0,6047.902291666666,0,0.0,2024-11-13,Online,Delhi,3969.03
3678,Women,Lifestyle,Waffle One,10,3.0,5619.815833333333,0,0.0,2024-08-14,Online,Kolkata,1488.91
3679,Women,Basketball,Kyrie Flytrap,2,0.0,5620.632222222222,0.9,0.0,2024-08-14,Retail,Bangalore,3341.51
3680,Men,Training,Flex Trainer,4,3.0,8835.41,0.92,2120.5,2025-01-27,Retail,Delhi,-746.28
3683,Women,Soccer,Premier III,3,2.0,5879.875,0,0.0,2024-05-15,Retail,Kolkata,-4.26
3687,Women,Training,ZoomX Invincible,4,-1.0,6216.27,0,0.0,2024-10-23,Retail,Mumbai,2418.27
3688,Kids,Running,React Infinity,3,1.0,5048.98,0,0.0,2025-04-17,Retail,Kolkata,1214.86
2028,Kids,Soccer,Phantom GT,2,2.0,6263.1849999999995,0.97,0.0,2025-05-15,Retail,Pune,2305.1
3691,Men,Soccer,Premier III,11,4.0,5879.875,0.51,0.0,2025-03-28,Online,Bangalore,2305.88
3694,Kids,Soccer,Tiempo Legend,3,0.0,4954.41,0,0.0,2025-03-28,Online,Hyderabad,1522.3
3698,Women,Basketball,Zoom Freak,3,0.0,7268.55,0.34,0.0,2025-02-18,Retail,Delhi,219.99
3700,Men,Soccer,Premier III,4,2.0,3951.29,0,0.0,2024-10-06,Online,Delhi,-70.93
3706,Men,Running,Pegasus Turbo,2,1.0,9437.73,0,0.0,2025-03-09,Retail,Hyderabad,3271.38
3707,Kids,Lifestyle,Waffle One,3,4.0,9532.8,0,0.0,2025-02-01,Online,Mumbai,732.26
3709,Men,Soccer,Premier III,9,-1.0,4857.69,0,0.0,2025-02-15,Retail,Delhi,-926.92
3710,Kids,Lifestyle,Blazer Mid,3,4.0,9015.8,0,0.0,2025-02-15,Online,Mumbai,1695.86
3714,Kids,Soccer,Tiempo Legend,3,2.0,3568.35,0,0.0,2025-02-21,Retail,Mumbai,2363.52
3715,Men,Lifestyle,Air Force 1,3,4.0,6194.755901639345,0,0.0,2025-06-23,Online,Bangalore,2774.43
3717,Kids,Training,ZoomX Invincible,9,0.0,7781.11,0,0.0,2023-08-23,Retail,Kolkata,-313.83
3722,Kids,Training,ZoomX Invincible,7,1.0,9335.0,0.22,7281.3,2023-11-21,Retail,Mumbai,1787.45
3723,Men,Soccer,Mercurial Superfly,7,-1.0,7430.5,0,0.0,2024-12-29,Online,Delhi,2473.13
3724,Kids,Basketball,LeBron 20,4,2.0,6092.007142857143,0,0.0,2025-01-22,Online,Bangalore,-866.33
3730,Kids,Training,ZoomX Invincible,2,1.0,7865.95,0,0.0,2025-02-06,Online,Bangalore,3302.11
